typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
klump;23;7.6;4.6;120.7;31.0;6.0;veg;676962;676968;6575013;6575018;676965;6575015;0
klump;32;9.8;5.6;7.1;31.0;3.0;veg;678094;678099;6581678;6581687;678096;6581682;0
klump;13;12.8;2.0;131.2;31.0;4.5;veg;674581;674588;6584775;6584782;674585;6584778;0
klump;24;6.8;4.8;161.6;31.0;10.0;veg;674347;674351;6583580;6583586;674349;6583583;0
klump;24;6.7;5.8;126.2;31.0;14.5;veg;669945;669951;6582666;6582672;669948;6582669;0
klump;14;15.0;1.5;134.3;31.0;4.5;veg;674544;674552;6584806;6584814;674548;6584810;0
klump;8;5.2;3.3;90.0;31.0;4.5;veg;674780;674784;6584601;6584603;674782;6584602;0
klump;16;5.2;4.6;174.6;31.0;4.5;veg;674632;674636;6577684;6577688;674634;6577686;0
klump;13;4.5;4.1;31.0;31.0;6.0;veg;674867;674870;6583825;6583828;674868;6583827;0
klump;18;5.4;4.8;76.8;31.0;6.0;veg;674860;674864;6583829;6583833;674862;6583831;0
klump;23;6.2;5.1;150.6;31.0;10.0;veg;674431;674436;6583669;6583674;674433;6583671;0
klump;10;4.7;3.3;33.8;31.0;9.0;veg;675730;675733;6580691;6580694;675732;6580693;0
klump;10;8.8;2.0;135.3;31.0;8.5;veg;670576;670581;6579463;6579467;670578;6579465;0
klump;16;5.8;4.2;65.1;31.0;9.0;veg;674276;674281;6583900;6583904;674279;6583902;0
klump;9;5.4;2.7;140.9;31.0;10.5;veg;671154;671157;6578549;6578552;671155;6578550;0
klump;16;9.0;3.8;95.6;31.0;14.5;bygg;676864;676870;6582760;6582763;676867;6582762;0
klump;8;5.3;3.3;172.2;31.0;14.5;bygg;676480;676482;6583418;6583422;676481;6583420;0
klump;785;68.5;18.2;29.2;30.5;11.0;bygg;668485;668524;6575153;6575215;668504;6575186;0
klump;31;10.0;5.7;126.1;30.5;9.5;bygg;667902;667910;6583569;6583576;667905;6583572;0
klump;517;49.8;18.4;43.6;30.5;9.0;bygg;671309;671348;6576203;6576242;671329;6576222;0
klump;48;14.5;7.1;62.8;30.5;7.5;veg;678064;678075;6581877;6581885;678068;6581881;0
klump;233;20.8;19.5;49.5;30.5;11.0;bygg;671385;671407;6575832;6575855;671396;6575843;0
klump;45;11.5;6.8;59.2;30.5;0.0;veg;674795;674804;6583888;6583897;674800;6583893;0
klump;1196;71.7;45.6;84.8;30.5;8.5;bygg;672139;672211;6578059;6578107;672181;6578081;0
klump;183;23.8;12.3;52.7;30.5;4.5;veg;672496;672517;6584674;6584691;672507;6584683;0
klump;136;36.9;10.6;64.4;30.5;10.0;veg;674489;674520;6583312;6583329;674505;6583321;0
klump;59;14.3;7.4;81.5;30.5;7.5;veg;678045;678058;6581881;6581888;678051;6581885;0
klump;9;6.4;1.8;169.7;30.5;11.5;veg;675326;675327;6577760;6577765;675326;6577762;0
klump;164;20.5;13.0;83.1;30.5;8.0;bygg;678078;678096;6583808;6583820;678088;6583813;0
klump;39;10.3;5.8;3.1;30.5;0.0;veg;674664;674669;6584116;6584125;674667;6584120;0
klump;15;14.1;1.8;130.5;30.5;0.0;veg;674340;674348;6585004;6585011;674344;6585007;0
klump;179;21.1;20.0;53.4;30.5;12.0;bygg;669060;669081;6576269;6576289;669068;6576279;0
klump;428;51.5;19.8;126.0;30.5;9.0;veg;674231;674275;6583918;6583956;674257;6583938;0
klump;205;27.3;15.5;88.9;30.5;6.0;veg;676896;676921;6575079;6575094;676909;6575087;0
klump;146;23.6;10.6;82.1;30.5;5.5;veg;676397;676419;6580719;6580731;676408;6580725;0
klump;364;25.3;23.5;177.0;30.5;7.5;bygg;666926;666951;6581069;6581094;666939;6581082;0
klump;49;14.4;7.1;13.0;30.5;6.0;veg;676925;676933;6575044;6575057;676929;6575050;0
klump;74;11.8;10.4;171.0;30.5;4.5;veg;672701;672712;6584537;6584549;672706;6584543;0
klump;123;14.5;12.9;83.1;30.5;5.5;veg;673012;673027;6583652;6583665;673020;6583659;0
klump;186;21.7;18.7;109.1;30.5;6.5;veg;672794;672817;6583979;6583998;672805;6583987;0
klump;45;12.8;6.1;63.7;30.5;0.0;veg;674327;674337;6583887;6583895;674332;6583891;0
klump;363;25.0;24.4;135.0;30.5;10.5;bygg+veg;668537;668562;6575627;6575653;668550;6575641;0
klump;406;34.9;16.5;167.8;30.5;7.0;bygg+veg;672386;672405;6575932;6575967;672396;6575948;0
klump;283;23.9;19.8;111.1;30.5;8.5;bygg+veg;678367;678388;6578609;6578628;678378;6578619;0
klump;63;12.2;10.9;42.6;30.5;6.5;veg;672868;672880;6583913;6583924;672874;6583918;0
klump;46;12.9;8.8;21.0;30.5;13.0;bygg;668269;668277;6583770;6583781;668272;6583776;0
klump;85;15.4;9.1;40.9;30.5;12.0;bygg+veg;670183;670195;6581695;6581708;670189;6581701;0
klump;139;25.8;8.8;89.5;30.5;9.0;veg;674022;674045;6584209;6584217;674034;6584213;0
klump;167;32.4;13.6;18.3;30.5;13.0;veg;672100;672116;6585169;6585196;672109;6585184;0
klump;158;38.0;12.0;151.0;30.5;11.0;veg;674227;674248;6583552;6583583;674239;6583568;0
klump;162;24.0;15.5;98.8;30.5;0.0;veg;674613;674634;6583886;6583902;674625;6583894;0
klump;31;8.8;5.6;136.7;30.5;12.0;veg;677775;677782;6576608;6576615;677778;6576611;0
klump;188;22.9;16.5;113.8;30.5;6.5;veg;676616;676638;6575186;6575206;676626;6575197;0
klump;77;18.2;10.1;119.0;30.5;0.0;veg;674526;674541;6583876;6583888;674534;6583882;0
klump;186;34.3;11.7;8.0;30.5;11.5;bygg+veg;667278;667293;6576555;6576584;667285;6576570;0
klump;82;15.9;8.4;59.9;30.5;0.0;veg;674755;674768;6585072;6585083;674762;6585078;0
klump;50;13.4;8.1;83.0;30.5;0.0;veg;674468;674480;6583913;6583920;674474;6583916;0
klump;108;15.3;9.7;109.3;30.5;11.5;bygg;675887;675901;6576775;6576784;675894;6576780;0
klump;72;13.4;10.8;137.1;30.5;0.0;veg;674738;674749;6585064;6585075;674745;6585070;0
klump;129;16.1;13.3;27.8;30.5;4.5;veg;672603;672617;6584713;6584728;672611;6584719;0
klump;182;29.2;13.3;134.8;30.5;4.5;veg;672620;672643;6584677;6584699;672633;6584687;0
klump;9;4.8;2.8;90.0;30.5;9.0;bygg;671185;671189;6576335;6576337;671187;6576336;0
klump;40;9.3;7.3;10.6;30.5;14.5;bygg;676983;676990;6582647;6582656;676986;6582651;0
klump;39;10.7;5.9;93.3;30.5;10.0;veg;672490;672500;6584000;6584006;672495;6584003;0
klump;122;23.6;12.7;156.1;30.5;13.0;veg;672086;672102;6585151;6585171;672094;6585160;0
klump;73;11.6;9.0;65.4;30.5;6.0;veg;677034;677045;6575088;6575098;677039;6575093;0
klump;16;7.2;3.9;72.8;30.5;15.0;bygg;671586;671591;6580394;6580398;671589;6580396;0
klump;107;22.8;8.2;146.2;30.5;6.5;veg;676494;676508;6575546;6575563;676502;6575555;0
klump;38;8.4;6.8;123.8;30.5;10.0;veg;672489;672496;6584143;6584149;672493;6584146;0
klump;12;4.7;3.6;127.2;30.5;0.0;veg;667742;667745;6578386;6578389;667744;6578388;0
klump;147;17.2;12.4;150.7;30.5;6.5;veg;675099;675112;6584375;6584391;675106;6584383;0
klump;180;25.4;13.0;170.5;30.5;11.5;bygg+veg;675866;675881;6577012;6577034;675875;6577024;0
klump;99;20.2;9.2;12.1;30.5;6.0;veg;676947;676957;6575054;6575073;676952;6575064;0
klump;14;5.4;3.6;126.0;30.5;0.0;veg;674757;674761;6583857;6583860;674759;6583858;0
klump;47;9.1;7.7;169.0;30.5;6.5;veg;676470;676477;6575519;6575527;676474;6575523;0
klump;84;15.9;8.6;64.3;30.5;11.0;veg;674124;674137;6583636;6583645;674130;6583641;0
klump;15;5.3;3.7;121.9;30.5;7.0;bygg;676260;676264;6579898;6579901;676262;6579900;0
klump;40;7.9;7.3;98.2;30.5;5.5;veg;678345;678352;6580904;6580910;678348;6580907;0
klump;16;5.3;4.9;159.8;30.5;14.5;bygg;669067;669071;6584417;6584422;669069;6584419;0
klump;89;14.0;11.0;132.4;30.5;9.0;veg;673994;674007;6584065;6584077;674001;6584072;0
klump;138;19.2;12.6;96.1;30.5;12.5;bygg+veg;673627;673648;6579021;6579035;673640;6579027;0
klump;14;4.8;4.1;171.9;30.5;8.0;veg;677160;677163;6575492;6575496;677162;6575494;0
klump;37;8.7;6.6;123.6;30.5;10.0;veg;674331;674339;6583673;6583681;674335;6583676;0
klump;57;11.3;8.6;99.2;30.5;0.0;veg;675301;675312;6583549;6583557;675307;6583554;0
klump;126;19.6;11.0;122.7;30.5;0.0;veg;674660;674676;6585147;6585161;674669;6585154;0
klump;28;6.9;6.0;87.2;30.5;9.0;veg;674027;674034;6584036;6584041;674030;6584039;0
klump;143;33.1;10.5;128.0;30.5;0.0;veg;674641;674669;6583988;6584008;674656;6583998;0
klump;68;12.9;9.1;130.5;30.5;0.0;veg;675080;675090;6583425;6583435;675085;6583429;0
klump;55;13.4;6.5;82.2;30.5;10.0;veg;674305;674318;6583622;6583628;674312;6583625;0
klump;41;8.8;7.1;11.9;30.5;3.0;veg;678082;678089;6581681;6581689;678085;6581685;0
klump;135;26.3;8.7;119.4;30.5;0.0;veg;674672;674694;6585246;6585260;674684;6585253;0
klump;38;8.8;6.2;149.4;30.5;9.0;veg;673970;673976;6583990;6583998;673973;6583994;0
klump;152;17.5;16.9;121.9;30.5;11.5;bygg+veg;667163;667180;6576359;6576378;667172;6576370;0
klump;37;8.0;6.4;27.0;30.5;0.0;veg;675084;675090;6583400;6583407;675087;6583403;0
klump;42;13.3;5.5;21.3;30.5;11.5;bygg;674260;674267;6585282;6585293;674264;6585287;0
klump;19;6.6;4.3;52.5;30.5;0.0;veg;674549;674554;6585282;6585286;674552;6585284;0
klump;289;41.1;20.0;135.4;30.5;10.5;veg;672838;672868;6584342;6584377;672854;6584362;0
klump;30;7.5;5.8;176.5;30.5;6.5;veg;676470;676475;6575539;6575546;676472;6575542;0
klump;337;30.8;22.5;83.0;30.5;13.0;veg;672075;672105;6585222;6585246;672089;6585235;0
klump;146;20.5;14.0;62.2;30.5;10.0;veg;672642;672659;6584072;6584088;672650;6584080;0
klump;34;10.0;5.0;73.2;30.5;0.0;veg;674806;674814;6583856;6583861;674810;6583858;0
klump;219;24.4;18.9;106.9;30.5;8.0;veg;677106;677132;6575507;6575528;677117;6575517;0
klump;21;8.4;4.4;118.8;30.5;6.0;veg;674839;674845;6583852;6583857;674842;6583855;0
klump;90;16.1;9.9;82.1;30.5;8.0;veg;676878;676893;6575118;6575129;676886;6575123;0
klump;90;20.7;9.9;108.0;30.5;9.0;veg;674054;674070;6584057;6584069;674062;6584063;0
klump;149;24.2;11.0;122.0;30.5;9.0;veg;674035;674057;6584192;6584207;674048;6584200;0
klump;186;18.3;13.4;100.7;30.5;0.0;veg;674829;674847;6583730;6583743;674838;6583736;0
klump;22;5.9;5.1;4.7;30.5;0.0;veg;674402;674406;6584032;6584037;674404;6584034;0
klump;36;7.7;6.2;125.0;30.5;0.0;veg;674684;674690;6584154;6584160;674687;6584157;0
klump;45;11.0;5.5;30.0;30.5;6.0;veg;674920;674927;6583894;6583903;674923;6583898;0
klump;94;19.4;13.3;20.1;30.5;9.0;veg;673970;673985;6583924;6583943;673978;6583932;0
klump;134;23.3;10.7;69.9;30.5;4.5;veg;672432;672453;6584340;6584354;672443;6584347;0
klump;54;14.0;7.1;104.9;30.5;12.0;veg;677794;677807;6576613;6576621;677801;6576617;0
klump;58;18.9;8.1;126.8;30.5;4.5;veg;676701;676715;6575091;6575104;676708;6575099;1
klump;139;21.1;9.4;137.6;30.5;0.0;veg;675930;675946;6584676;6584691;675938;6584684;0
klump;15;5.0;4.1;104.5;30.5;9.0;veg;673939;673943;6584036;6584039;673941;6584037;0
klump;50;11.5;8.3;16.2;30.5;6.0;veg;676934;676942;6575050;6575061;676938;6575056;0
klump;135;20.9;13.2;158.4;30.5;13.0;veg;672145;672158;6584235;6584255;672153;6584246;0
klump;127;15.6;11.6;61.6;30.5;12.5;bygg;674411;674425;6577219;6577232;674418;6577225;0
klump;42;15.5;4.8;150.0;30.5;0.0;veg;674823;674832;6585205;6585216;674827;6585211;0
klump;74;15.5;7.2;69.4;30.5;7.0;veg;668986;668999;6579114;6579123;668992;6579118;0
klump;26;7.0;5.0;9.3;30.5;10.0;veg;672394;672399;6584045;6584051;672396;6584048;0
klump;113;15.9;15.1;66.1;30.5;10.0;veg;674500;674515;6583335;6583350;674508;6583342;0
klump;80;14.0;10.1;71.9;30.5;0.0;veg;674594;674608;6585251;6585262;674601;6585256;0
klump;196;29.1;13.8;130.5;30.5;6.5;veg;672836;672859;6583936;6583959;672849;6583948;0
klump;26;9.1;5.2;152.6;30.5;0.0;veg;674771;674776;6583871;6583879;674773;6583876;0
klump;27;6.5;5.8;179.6;30.5;8.0;veg;676876;676881;6575152;6575158;676878;6575155;0
klump;15;4.8;4.5;71.6;30.5;0.0;veg;674429;674432;6584009;6584012;674430;6584011;0
klump;52;10.1;7.3;9.6;30.5;0.0;veg;674718;674724;6585069;6585078;674721;6585073;0
klump;33;7.2;6.4;118.4;30.5;4.5;veg;672350;672356;6584331;6584337;672353;6584334;0
klump;20;5.6;4.9;73.9;30.5;0.0;veg;675299;675304;6583563;6583567;675302;6583565;0
klump;44;9.8;6.3;69.8;30.5;0.0;veg;674925;674933;6583556;6583563;674929;6583559;0
klump;30;8.6;6.0;125.4;30.5;6.0;veg;677050;677057;6575010;6575016;677054;6575013;0
klump;23;5.5;5.5;0.0;30.5;6.0;veg;674827;674831;6583946;6583950;674829;6583948;0
klump;80;16.2;7.3;65.1;30.5;12.5;bygg;675918;675932;6584270;6584280;675924;6584275;0
klump;57;11.8;8.2;28.5;30.5;10.0;veg;672416;672425;6584133;6584143;672419;6584138;0
klump;74;24.0;6.9;135.1;30.5;6.0;veg;676931;676947;6575000;6575015;676940;6575008;0
klump;126;14.8;12.1;170.2;30.5;11.5;bygg;675914;675927;6576940;6576954;675920;6576946;0
klump;61;16.6;6.1;36.0;30.5;6.0;veg;676960;676971;6575000;6575012;676965;6575005;0
klump;33;7.0;6.4;9.4;30.5;6.5;veg;675644;675649;6575130;6575136;675647;6575133;0
klump;44;12.0;6.6;155.4;30.5;3.0;veg;678089;678096;6581712;6581722;678092;6581717;0
klump;32;9.6;6.2;6.6;30.5;7.5;veg;678057;678062;6581874;6581882;678059;6581878;0
klump;21;5.8;5.0;20.2;30.5;0.0;veg;674738;674742;6583940;6583945;674740;6583942;0
klump;14;4.9;3.9;54.5;30.5;0.0;veg;674426;674429;6585321;6585324;674427;6585323;0
klump;95;13.5;11.6;113.0;30.5;11.5;bygg;670016;670027;6578329;6578339;670022;6578334;0
klump;56;12.5;7.1;27.4;30.5;10.0;veg;672495;672503;6584154;6584165;672499;6584160;0
klump;57;12.7;7.1;151.5;30.5;6.5;veg;676817;676826;6575174;6575185;676821;6575179;0
klump;66;16.5;7.3;41.0;30.5;6.0;veg;677015;677026;6575069;6575081;677022;6575075;0
klump;43;12.8;5.3;66.0;30.5;12.0;veg;677809;677819;6576616;6576623;677814;6576619;0
klump;23;6.6;5.8;136.0;30.5;12.0;veg;677779;677785;6576613;6576619;677782;6576616;0
klump;37;12.2;6.6;17.5;30.5;11.0;veg;671676;671684;6583120;6583131;671680;6583126;0
klump;47;9.1;7.6;97.4;30.5;12.5;bygg;674725;674733;6577241;6577248;674729;6577244;0
klump;36;8.2;7.5;0.0;30.5;6.0;veg;676960;676967;6575073;6575081;676963;6575077;0
klump;97;16.9;11.1;128.1;30.5;10.0;veg;672326;672341;6584065;6584081;672333;6584074;0
klump;17;8.1;3.3;142.4;30.5;14.0;bygg;668067;668072;6584123;6584128;668070;6584125;0
klump;39;11.0;5.5;167.7;30.5;0.0;veg;674799;674805;6585146;6585155;674802;6585151;0
klump;74;13.5;8.2;0.9;30.5;10.0;veg;672394;672402;6583813;6583827;672398;6583820;0
klump;16;7.8;4.1;4.6;30.5;15.0;bygg;671587;671591;6580378;6580384;671589;6580382;0
klump;36;11.7;4.7;112.6;30.5;13.5;bygg;670966;670977;6576902;6576907;670972;6576904;0
klump;25;15.5;6.0;64.1;30.5;7.5;veg;672198;672208;6580156;6580164;672203;6580161;0
klump;92;17.7;9.1;95.9;30.5;13.0;veg;672135;672152;6584154;6584163;672145;6584159;0
klump;48;14.7;5.3;68.1;30.5;0.0;veg;674716;674727;6585054;6585061;674721;6585057;0
klump;60;14.5;8.4;59.4;30.5;12.0;bygg+veg;670193;670205;6581652;6581662;670199;6581657;0
klump;36;8.0;6.3;101.2;30.5;10.0;veg;674794;674801;6583791;6583797;674798;6583795;0
klump;34;8.2;6.5;169.3;30.5;7.5;veg;678043;678049;6581903;6581910;678046;6581906;0
klump;53;11.8;6.8;97.1;30.5;0.0;veg;675044;675054;6583428;6583434;675048;6583431;0
klump;23;12.9;2.9;26.0;30.5;16.5;veg;669197;669202;6584352;6584362;669200;6584356;0
klump;9;7.5;2.3;5.7;30.5;17.5;veg;675178;675180;6580718;6580723;675179;6580721;0
klump;22;6.8;5.0;12.4;30.5;14.5;bygg;676867;676871;6582747;6582752;676870;6582749;0
klump;22;7.9;5.1;34.5;30.5;0.0;veg;674350;674355;6584036;6584042;674353;6584039;0
klump;42;10.7;8.3;121.2;30.5;6.0;veg;674847;674857;6583841;6583849;674852;6583845;0
klump;16;5.1;4.4;27.5;30.5;0.0;veg;674721;674725;6584099;6584103;674723;6584101;0
klump;23;6.9;5.2;124.6;30.5;10.0;veg;674542;674548;6583463;6583469;674545;6583465;0
klump;32;7.3;6.7;104.8;30.5;12.5;veg;672761;672768;6583786;6583792;672765;6583789;1
klump;36;8.1;6.4;55.4;30.5;10.0;veg;674788;674796;6583748;6583754;674792;6583751;0
klump;21;6.5;4.9;133.6;30.5;0.0;veg;674511;674516;6585048;6585053;674514;6585051;0
klump;73;15.1;7.0;33.1;30.5;0.0;veg;674940;674950;6583547;6583559;674945;6583553;0
klump;31;7.1;6.2;170.8;30.5;12.5;veg;672754;672759;6583786;6583793;672756;6583789;0
klump;8;4.8;2.2;125.4;30.5;10.5;veg;671142;671145;6578527;6578529;671144;6578528;0
klump;14;4.8;4.5;149.9;30.5;6.0;veg;674838;674842;6583872;6583876;674840;6583874;0
klump;52;15.5;5.9;112.3;30.5;0.0;veg;674592;674604;6584027;6584035;674598;6584031;0
klump;22;8.5;3.6;160.4;30.5;0.0;veg;674438;674442;6584033;6584040;674440;6584036;0
klump;14;5.3;4.3;96.4;30.5;9.5;veg;672068;672072;6584375;6584378;672070;6584377;0
klump;19;9.0;4.1;29.7;30.5;0.0;veg;674690;674695;6583917;6583924;674692;6583920;0
klump;43;12.6;5.4;138.4;30.5;0.0;veg;674492;674500;6585321;6585330;674496;6585326;0
klump;50;16.2;6.0;174.9;30.5;4.5;veg;676712;676719;6575069;6575083;676715;6575075;0
klump;23;11.2;4.5;156.8;30.5;7.5;veg;678031;678036;6581903;6581911;678034;6581907;0
klump;31;9.0;5.8;114.3;30.5;0.0;veg;674516;674524;6583854;6583860;674521;6583858;0
klump;32;7.0;6.3;95.3;30.5;13.0;veg;672070;672076;6584208;6584214;672073;6584211;0
klump;33;8.3;6.1;54.9;30.5;10.0;veg;672599;672606;6583821;6583827;672602;6583824;0
klump;27;6.5;6.1;135.0;30.5;8.0;veg;676993;676998;6575122;6575127;676996;6575125;0
klump;30;9.2;6.0;32.6;30.5;3.0;veg;678081;678087;6581662;6581669;678084;6581666;0
klump;21;6.1;4.6;35.2;30.5;9.0;veg;674278;674282;6583912;6583917;674280;6583915;0
klump;19;5.9;5.3;34.4;30.5;13.0;veg;672092;672097;6584151;6584156;672094;6584153;0
klump;40;11.4;5.2;1.7;30.5;9.0;veg;673984;673989;6583942;6583951;673986;6583947;0
klump;33;8.6;5.5;39.1;30.5;9.0;veg;674088;674094;6584174;6584181;674091;6584177;0
klump;24;6.4;5.5;27.7;30.5;6.5;veg;676504;676509;6575522;6575527;676507;6575524;0
klump;18;5.7;4.5;143.7;30.5;0.0;veg;674938;674942;6583540;6583545;674939;6583542;0
klump;22;5.8;5.7;147.2;30.5;0.0;veg;674722;674727;6585259;6585265;674724;6585262;0
klump;18;5.7;4.7;102.3;30.5;0.0;veg;674546;674551;6583946;6583950;674548;6583948;0
klump;18;5.6;4.4;161.0;30.5;10.0;veg;674610;674614;6583447;6583451;674612;6583449;0
klump;13;5.1;3.9;154.8;30.5;7.0;veg;666722;666725;6579238;6579242;666724;6579240;0
klump;17;5.1;4.5;61.5;30.5;0.0;veg;674582;674586;6584051;6584055;674584;6584053;0
klump;39;8.0;7.6;162.9;30.5;12.5;veg;672510;672517;6583745;6583752;672513;6583748;0
klump;22;5.9;5.2;88.5;30.5;0.0;veg;674670;674675;6584032;6584037;674673;6584034;0
klump;29;6.9;5.9;0.3;30.5;6.0;veg;676986;676991;6575086;6575092;676988;6575089;0
klump;8;5.1;3.6;124.1;30.5;11.5;veg;670935;670938;6578940;6578943;670936;6578942;0
klump;13;4.5;3.8;135.0;30.5;0.0;veg;674690;674693;6584028;6584031;674692;6584029;0
klump;8;4.9;3.2;164.8;30.5;15.5;veg;676419;676421;6581826;6581829;676420;6581828;0
klump;9;4.1;3.0;69.7;30.5;12.0;bygg;675856;675859;6577621;6577623;675858;6577622;0
klump;9;9.1;1.7;72.8;30.5;11.5;veg;675258;675264;6578010;6578012;675261;6578011;0
klump;971;74.3;36.3;115.7;30.0;6.0;veg;674691;674752;6576295;6576345;674726;6576325;0
klump;39;10.0;6.1;39.0;30.0;4.5;veg;676782;676790;6575062;6575069;676786;6575066;0
klump;30;8.6;5.8;170.2;30.0;8.0;veg;677110;677116;6575592;6575600;677113;6575596;0
klump;156;17.3;14.7;44.4;30.0;10.5;bygg;666688;666703;6576625;6576639;666695;6576633;0
klump;217;33.6;20.0;127.7;30.0;6.5;veg;672823;672851;6583862;6583887;672838;6583874;0
klump;26;7.3;4.9;126.7;30.0;9.0;veg;674103;674109;6584060;6584065;674105;6584062;0
klump;101;26.1;9.4;170.8;30.0;10.0;veg;672551;672562;6584129;6584150;672556;6584138;0
klump;183;24.3;14.7;157.2;30.0;12.0;bygg+veg;668887;668904;6576403;6576425;668896;6576412;0
klump;124;24.1;10.1;134.7;30.0;0.0;veg;674621;674637;6585068;6585086;674629;6585076;0
klump;58;13.2;9.2;33.9;30.0;12.5;bygg+veg;673410;673420;6579079;6579091;673415;6579084;0
klump;249;21.1;16.3;131.6;30.0;12.5;bygg+veg;674413;674433;6577484;6577504;674424;6577495;0
klump;52;10.8;7.6;65.2;30.0;4.5;veg;675620;675630;6575072;6575080;675624;6575076;0
klump;43;12.6;6.3;35.6;30.0;0.0;veg;674501;674510;6583855;6583865;674504;6583859;0
klump;655;58.7;18.5;10.2;30.0;9.0;bygg+veg;669108;669132;6577733;6577784;669120;6577758;0
klump;312;23.7;21.6;62.1;30.0;7.5;bygg;666954;666977;6581112;6581135;666965;6581123;0
klump;99;15.1;11.1;81.9;30.0;4.5;veg;672691;672705;6584439;6584450;672698;6584445;0
klump;459;28.5;26.0;25.2;30.0;10.0;bygg;675489;675519;6576568;6576598;675506;6576584;0
klump;87;18.4;8.3;52.9;30.0;11.5;veg;675921;675935;6583320;6583332;675929;6583326;0
klump;102;15.3;13.1;35.9;30.0;4.5;veg;672756;672769;6584711;6584727;672762;6584718;1
klump;276;23.6;19.5;64.7;30.0;8.5;bygg+veg;678307;678330;6578493;6578512;678319;6578502;0
klump;113;29.8;9.0;70.2;30.0;10.0;veg;672660;672686;6584035;6584049;672671;6584044;0
klump;79;13.6;10.6;95.8;30.0;0.0;veg;675287;675301;6583572;6583583;675295;6583577;0
klump;116;15.1;13.5;22.3;30.0;10.0;veg;672667;672680;6583863;6583877;672674;6583869;0
klump;72;10.3;9.5;74.7;30.0;10.0;veg;674760;674771;6583726;6583735;674766;6583730;0
klump;84;13.0;10.5;158.2;30.0;10.0;veg;672546;672556;6584285;6584298;672551;6584291;0
klump;233;46.4;15.3;89.7;30.0;6.5;veg;676824;676863;6575159;6575177;676848;6575166;0
klump;68;12.6;11.1;94.9;30.0;0.0;veg;674412;674423;6585322;6585333;674418;6585327;0
klump;47;16.3;6.0;16.0;30.0;0.0;veg;674408;674415;6585326;6585340;674411;6585333;0
klump;79;13.3;11.7;173.8;30.0;10.0;veg;672602;672612;6584081;6584095;672607;6584089;0
klump;75;23.0;7.6;135.5;30.0;14.0;bygg+veg;668033;668050;6584072;6584090;668043;6584081;0
klump;35;9.4;5.4;15.6;30.0;10.0;veg;674310;674315;6583578;6583587;674312;6583583;0
klump;22;5.9;5.2;31.6;30.0;0.0;veg;674411;674415;6585279;6585284;674413;6585282;0
klump;243;31.3;18.1;163.4;30.0;10.0;veg;672727;672748;6583823;6583853;672739;6583838;0
klump;62;15.5;8.9;1.6;30.0;6.5;veg;675178;675187;6584721;6584734;675181;6584728;0
klump;132;19.0;11.4;96.5;30.0;6.0;veg;675131;675149;6583871;6583884;675140;6583877;0
klump;257;35.0;16.1;112.8;30.0;13.0;veg;672093;672123;6585201;6585223;672107;6585212;0
klump;256;38.8;17.5;105.1;30.0;10.5;veg;672760;672796;6584325;6584347;672778;6584338;1
klump;79;16.1;10.6;25.7;30.0;12.0;veg;677768;677780;6576594;6576608;677774;6576601;0
klump;82;16.6;9.0;75.7;30.0;10.0;veg;672564;672580;6584078;6584088;672571;6584084;0
klump;87;13.5;9.8;147.6;30.0;9.0;veg;674171;674182;6584006;6584018;674177;6584012;0
klump;49;16.4;5.5;28.9;30.0;0.0;veg;674698;674707;6585269;6585281;674702;6585275;0
klump;16;4.6;4.6;0.0;30.0;4.5;veg;675614;675617;6575007;6575010;675616;6575008;0
klump;23;7.0;5.8;99.2;30.0;0.0;veg;674768;674774;6585060;6585065;674771;6585062;0
klump;125;14.2;13.3;147.2;30.0;12.5;veg;672646;672660;6583648;6583662;672652;6583654;0
klump;946;107.3;31.7;95.5;30.0;8.5;bygg;672145;672232;6577999;6578039;672187;6578027;0
klump;189;19.2;16.2;72.4;30.0;6.5;veg;675519;675537;6575565;6575583;675528;6575574;0
klump;198;20.7;20.0;101.2;30.0;4.5;veg;672666;672687;6584550;6584569;672677;6584559;0
klump;268;23.1;20.2;101.1;30.0;8.5;bygg+veg;678325;678347;6578582;6578602;678336;6578592;0
klump;49;8.8;7.3;145.6;30.0;10.0;veg;672313;672320;6584187;6584194;672317;6584191;0
klump;43;12.3;6.1;102.3;30.0;7.5;veg;668262;668273;6578980;6578986;668267;6578983;0
klump;289;45.0;17.1;145.8;30.0;0.0;veg;674560;674588;6585305;6585341;674575;6585325;0
klump;46;9.1;7.8;65.8;30.0;9.5;veg;672072;672080;6584462;6584470;672077;6584467;0
klump;141;23.5;14.2;151.7;30.0;0.0;veg;674671;674687;6585066;6585086;674680;6585078;0
klump;17;5.1;4.5;78.7;30.0;0.0;veg;674499;674503;6583922;6583925;674501;6583924;0
klump;149;23.0;11.4;49.3;30.0;10.0;veg;672315;672332;6584153;6584170;672323;6584161;0
klump;84;16.5;10.1;19.5;30.0;6.0;veg;676920;676930;6575016;6575032;676924;6575024;0
klump;145;16.6;15.7;6.9;30.0;9.0;veg;673560;673576;6584190;6584207;673567;6584199;0
klump;37;13.2;5.6;48.0;30.0;0.0;veg;674504;674513;6583883;6583892;674508;6583888;0
klump;144;14.2;13.7;20.3;30.0;7.5;veg;678088;678101;6582097;6582110;678094;6582104;0
klump;82;14.2;13.3;67.4;30.0;0.0;veg;674700;674713;6585030;6585044;674706;6585037;0
