typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
klump;12;6.4;3.0;25.9;28.0;6.0;veg;676977;676980;6575092;6575096;676978;6575094;0
klump;13;4.5;4.1;59.0;28.0;0.0;veg;674461;674464;6584028;6584031;674462;6584030;0
klump;16;5.4;4.8;49.7;28.0;6.0;veg;677059;677063;6575027;6575031;677061;6575028;0
klump;28;9.6;5.1;49.3;28.0;9.0;veg;675348;675355;6580386;6580392;675352;6580389;0
klump;14;5.6;4.2;16.3;28.0;10.0;veg;672685;672688;6583870;6583874;672686;6583872;0
klump;23;10.3;4.2;145.4;28.0;10.0;veg;672481;672487;6583979;6583986;672484;6583983;0
klump;22;8.6;4.1;153.3;28.0;0.0;veg;674995;675000;6583365;6583371;674998;6583368;0
klump;23;6.6;5.0;163.8;28.0;0.0;veg;675306;675310;6583581;6583587;675308;6583584;0
klump;19;6.8;4.6;127.0;28.0;13.0;veg;672158;672163;6584284;6584289;672161;6584286;0
klump;18;6.5;4.1;34.5;28.0;9.0;veg;673964;673968;6584066;6584071;673966;6584069;0
klump;13;4.9;4.0;24.0;28.0;4.5;veg;675658;675661;6575022;6575025;675659;6575024;0
klump;18;5.7;5.2;33.9;28.0;9.5;veg;677151;677156;6575644;6575649;677153;6575646;0
klump;18;5.6;4.7;80.8;28.0;0.0;veg;674801;674806;6583932;6583936;674804;6583934;0
klump;13;5.4;4.2;83.7;28.0;10.0;veg;672598;672602;6584019;6584022;672600;6584020;0
klump;21;8.2;5.1;111.3;28.0;6.5;veg;677658;677664;6583856;6583861;677661;6583859;0
klump;17;6.4;3.9;35.5;28.0;0.0;veg;674984;674988;6583608;6583612;674986;6583610;0
klump;12;6.4;3.2;160.1;28.0;9.0;veg;674058;674061;6584052;6584057;674060;6584055;0
klump;17;6.1;4.9;101.8;28.0;4.5;veg;676660;676665;6575048;6575052;676663;6575050;0
klump;20;6.4;4.9;117.8;28.0;6.0;veg;676969;676974;6575071;6575075;676971;6575073;0
klump;8;5.2;3.2;39.8;28.0;6.5;veg;676707;676710;6575204;6575207;676709;6575206;0
klump;38;10.8;5.9;63.1;28.0;10.0;veg;672292;672301;6584221;6584228;672296;6584224;0
klump;12;5.6;3.8;129.4;28.0;10.5;veg;677831;677835;6581896;6581900;677833;6581898;0
klump;15;5.6;4.9;21.0;28.0;9.0;veg;674077;674081;6583999;6584004;674079;6584001;0
klump;28;7.4;5.2;125.7;28.0;0.0;veg;675304;675310;6583340;6583345;675307;6583342;0
klump;24;9.6;7.1;71.0;28.0;12.0;veg;677782;677790;6576678;6576685;677786;6576682;0
klump;18;9.4;4.2;84.8;28.0;12.5;bygg+veg;669782;669790;6577157;6577161;669786;6577159;0
klump;38;12.2;5.5;144.7;28.0;0.0;veg;674765;674773;6584059;6584069;674769;6584064;0
klump;9;7.5;2.4;135.0;28.0;13.0;veg;672056;672060;6585148;6585152;672058;6585150;0
klump;14;6.8;4.3;108.4;28.0;9.0;veg;673942;673947;6583954;6583958;673945;6583956;0
klump;10;4.4;3.6;54.2;28.0;11.5;veg;673147;673150;6577560;6577563;673149;6577561;0
klump;11;4.8;3.2;30.3;28.0;13.0;veg;672212;672215;6584985;6584988;672213;6584986;0
klump;34;8.5;6.8;120.5;28.0;4.5;veg;672610;672617;6584741;6584748;672613;6584744;0
klump;12;5.1;3.4;56.8;28.0;6.5;veg;676518;676521;6575486;6575489;676519;6575488;0
klump;10;4.9;3.6;60.3;28.0;3.0;veg;678175;678178;6581727;6581730;678177;6581728;0
klump;14;5.8;3.5;7.5;28.0;10.0;veg;674805;674808;6583741;6583746;674807;6583743;0
klump;35;13.1;8.0;169.1;28.0;4.5;veg;672420;672427;6584464;6584475;672423;6584470;0
klump;30;7.7;5.8;4.7;28.0;4.5;veg;675792;675797;6575038;6575045;675795;6575042;0
klump;8;5.2;2.7;169.7;28.0;4.0;veg;675793;675795;6584655;6584659;675794;6584657;0
klump;12;6.0;3.2;1.1;28.0;0.0;veg;674564;674566;6583854;6583859;674565;6583856;0
klump;11;5.7;3.0;85.2;28.0;10.0;veg;672551;672556;6584152;6584154;672554;6584153;0
klump;28;11.0;5.5;120.2;28.0;14.5;veg;670074;670083;6582498;6582505;670078;6582502;0
klump;8;5.2;3.0;149.5;28.0;7.5;veg;668275;668278;6578998;6579001;668276;6579000;0
klump;13;4.8;4.2;140.1;28.0;0.0;veg;675260;675264;6584989;6584993;675262;6584991;0
klump;36;11.5;7.1;135.9;28.0;9.0;veg;674014;674022;6584046;6584055;674018;6584050;0
klump;18;6.8;4.7;170.8;28.0;0.0;veg;674833;674837;6585066;6585072;674834;6585069;0
klump;9;4.9;2.5;153.4;28.0;11.5;bygg;673127;673129;6577340;6577343;673128;6577341;0
klump;34;8.3;6.0;2.1;28.0;8.0;veg;677113;677119;6575465;6575472;677116;6575468;0
klump;22;7.1;4.6;72.3;28.0;0.0;veg;674712;674718;6585090;6585094;674716;6585092;0
klump;12;5.9;3.2;11.3;28.0;9.0;veg;676446;676448;6584141;6584145;676447;6584143;0
klump;22;6.3;5.0;137.0;28.0;6.5;veg;676509;676514;6575574;6575579;676512;6575576;0
klump;15;6.1;4.0;120.8;28.0;0.0;veg;674706;674711;6585242;6585246;674709;6585244;0
klump;11;7.4;3.1;75.2;28.0;4.0;veg;675762;675767;6584650;6584653;675765;6584651;0
klump;43;8.9;7.6;24.3;28.0;9.5;veg;672041;672048;6584681;6584690;672045;6584686;0
klump;13;5.4;3.8;82.9;28.0;0.0;veg;674410;674414;6584058;6584061;674412;6584060;0
klump;13;7.9;4.6;31.0;28.0;9.5;veg;677751;677756;6581420;6581426;677754;6581423;0
klump;11;4.8;3.2;139.0;28.0;12.0;veg;677726;677729;6576611;6576614;677728;6576613;0
klump;27;9.6;5.1;78.6;28.0;6.5;veg;676632;676640;6575219;6575225;676637;6575222;0
klump;12;5.2;3.5;41.2;28.0;0.0;veg;674652;674655;6585247;6585251;674653;6585249;0
klump;29;7.6;6.2;75.4;28.0;9.0;veg;673491;673498;6584242;6584248;673495;6584245;0
klump;37;12.1;7.1;177.5;28.0;9.0;veg;674036;674044;6583972;6583983;674040;6583979;0
klump;13;5.3;3.9;26.3;28.0;7.5;veg;678222;678225;6581822;6581826;678223;6581824;0
klump;22;9.5;4.5;96.5;28.0;10.0;veg;674623;674631;6583791;6583796;674627;6583794;0
klump;16;8.2;3.6;115.5;28.0;0.0;veg;674535;674542;6585120;6585124;674538;6585122;0
klump;20;10.4;3.4;5.5;28.0;6.5;veg;676693;676696;6575201;6575209;676694;6575205;0
klump;8;4.5;2.6;135.0;28.0;6.0;veg;675045;675048;6583952;6583955;675046;6583954;0
klump;22;7.4;5.0;118.2;28.0;6.0;veg;676991;676997;6575062;6575067;676994;6575065;0
klump;17;6.0;5.0;165.1;28.0;10.0;veg;672637;672641;6584056;6584061;672639;6584059;0
klump;10;5.7;3.4;159.0;28.0;14.5;veg;678143;678146;6583495;6583499;678145;6583497;0
klump;11;4.8;3.6;56.5;28.0;9.0;veg;673982;673985;6583960;6583963;673984;6583961;0
klump;13;7.5;3.0;160.5;28.0;0.0;veg;674625;674628;6585102;6585107;674627;6585104;0
klump;21;5.6;5.1;143.8;28.0;10.5;veg;674942;674947;6582787;6582791;674944;6582789;0
klump;15;5.6;5.1;90.0;28.0;8.0;veg;677016;677020;6575537;6575541;677018;6575539;0
klump;8;4.9;3.0;150.8;28.0;9.0;veg;666112;666114;6581425;6581428;666113;6581426;0
klump;18;7.0;3.9;11.8;28.0;11.5;veg;674011;674015;6585086;6585092;674013;6585089;0
klump;14;6.3;3.6;166.4;28.0;0.0;veg;674721;674724;6585281;6585286;674723;6585284;0
klump;24;6.3;5.9;123.0;28.0;9.0;veg;674198;674203;6584100;6584105;674201;6584102;0
klump;16;5.2;4.4;0.9;28.0;10.0;veg;672284;672287;6584169;6584173;672285;6584171;0
klump;8;7.3;1.8;176.1;28.0;14.5;veg;676972;676973;6582639;6582644;676973;6582642;0
klump;10;4.8;2.9;108.2;28.0;15.0;veg;675165;675168;6577321;6577323;675166;6577322;0
klump;10;5.0;2.9;37.5;28.0;4.0;veg;675778;675781;6584648;6584651;675779;6584650;0
klump;20;11.7;5.2;100.7;28.0;0.0;veg;674611;674619;6583819;6583823;674615;6583821;0
klump;8;4.8;3.5;90.0;28.0;6.5;veg;676825;676828;6575155;6575157;676826;6575156;0
klump;11;4.8;3.6;31.0;28.0;12.0;bygg;677771;677774;6576501;6576504;677773;6576502;0
klump;10;6.3;3.2;3.5;28.0;12.0;bygg;677686;677688;6576530;6576535;677687;6576532;0
klump;15;6.0;4.1;2.1;28.0;0.0;veg;674567;674570;6584130;6584135;674568;6584133;0
klump;11;5.7;3.3;4.3;28.0;6.0;veg;666318;666320;6582326;6582330;666319;6582328;0
klump;12;4.9;3.6;0.0;28.0;4.0;veg;675804;675807;6584674;6584678;675805;6584676;0
klump;9;5.6;2.7;108.7;28.0;5.5;veg;678089;678093;6581185;6581187;678091;6581186;0
klump;8;8.4;1.7;127.1;28.0;6.5;veg;675140;675145;6584685;6584688;675143;6584687;0
klump;9;3.5;3.5;0.0;28.0;0.0;veg;674569;674571;6583854;6583856;674570;6583855;0
klump;9;4.1;3.0;69.7;28.0;0.0;veg;674398;674401;6585341;6585343;674400;6585342;0
klump;8;4.7;2.9;52.0;28.0;11.0;veg;674302;674305;6583550;6583553;674303;6583552;1
klump;17;10.1;3.7;104.5;28.0;11.5;veg;677731;677738;6575918;6575922;677734;6575920;0
klump;18;5.2;4.7;112.7;28.0;10.5;veg;677704;677708;6581972;6581976;677706;6581974;0
klump;13;5.9;4.3;140.7;28.0;11.5;bygg;667360;667364;6576382;6576386;667362;6576385;0
klump;20;6.3;5.7;58.4;28.0;9.0;veg;673902;673907;6584227;6584232;673904;6584230;0
klump;10;4.8;2.9;18.2;28.0;9.0;veg;674003;674005;6583934;6583937;674004;6583936;0
klump;10;6.3;2.6;142.9;28.0;11.5;bygg;676482;676485;6576248;6576252;676484;6576250;0
klump;9;4.3;3.4;17.3;28.0;0.0;veg;674430;674432;6585289;6585292;674431;6585291;0
klump;13;5.1;3.9;155.5;28.0;11.0;veg;674217;674220;6583615;6583619;674219;6583617;0
klump;14;5.8;3.9;83.4;28.0;9.5;veg;677090;677095;6575679;6575682;677093;6575680;0
klump;20;5.5;5.1;161.7;28.0;6.5;veg;675677;675681;6575123;6575127;675679;6575125;0
klump;12;5.0;3.8;164.0;28.0;7.5;veg;666773;666776;6580786;6580789;666775;6580788;0
klump;9;5.1;3.6;156.8;28.0;12.0;veg;677858;677861;6576999;6577003;677860;6577001;0
klump;8;5.2;3.0;172.9;28.0;6.5;veg;676645;676647;6575110;6575113;676646;6575111;0
klump;19;5.9;5.0;4.6;28.0;9.5;veg;672082;672086;6584466;6584471;672084;6584469;0
klump;32;9.9;5.1;152.5;28.0;6.0;veg;674817;674823;6583928;6583936;674821;6583932;0
klump;10;4.1;3.3;0.0;28.0;0.0;veg;674418;674420;6585311;6585314;674419;6585312;0
klump;9;3.5;3.5;0.0;28.0;0.0;veg;674765;674767;6585254;6585256;674766;6585255;0
klump;10;4.3;3.3;63.4;28.0;12.5;veg;668493;668496;6577831;6577833;668494;6577832;0
klump;11;5.1;3.0;177.5;28.0;12.5;bygg;674662;674664;6577345;6577349;674663;6577347;0
klump;11;4.5;4.4;0.0;28.0;0.0;veg;674746;674750;6585098;6585102;674748;6585100;0
klump;14;4.6;4.5;33.7;28.0;6.0;veg;674935;674939;6583879;6583883;674937;6583881;0
klump;15;6.1;3.7;140.1;28.0;0.0;veg;674692;674696;6584129;6584133;674694;6584131;0
klump;11;5.1;3.7;97.7;28.0;9.0;veg;668864;668868;6577780;6577783;668866;6577782;0
klump;9;4.8;3.5;148.8;28.0;10.0;veg;672666;672669;6584031;6584034;672668;6584032;0
klump;13;5.6;3.4;6.6;28.0;7.5;veg;668264;668267;6578998;6579002;668265;6579000;0
klump;11;5.1;3.4;149.3;28.0;10.0;veg;674622;674625;6583734;6583738;674623;6583736;0
klump;8;4.1;3.2;136.2;28.0;7.5;veg;668245;668248;6578951;6578954;668246;6578952;0
klump;10;3.9;3.8;63.4;28.0;0.0;veg;674560;674563;6583906;6583909;674561;6583908;0
klump;11;4.3;3.7;129.7;28.0;4.5;veg;675557;675560;6575025;6575028;675558;6575027;0
klump;9;5.5;3.2;52.8;28.0;9.0;veg;673918;673922;6584020;6584023;673920;6584022;0
klump;23;11.0;3.6;96.9;28.0;11.5;bygg;667429;667438;6576408;6576411;667434;6576409;0
klump;21;6.4;5.3;150.6;28.0;8.0;veg;676731;676736;6575705;6575711;676734;6575708;0
klump;30;13.2;4.3;60.3;28.0;9.0;veg;674228;674237;6583980;6583987;674233;6583984;0
klump;21;5.8;5.0;138.3;28.0;7.0;veg;666703;666707;6579261;6579266;666705;6579264;0
klump;13;5.5;3.5;37.7;28.0;9.0;veg;674138;674141;6584019;6584023;674139;6584021;0
klump;15;5.0;4.5;161.6;28.0;0.0;veg;674673;674677;6585030;6585034;674675;6585032;0
klump;11;5.6;3.8;156.5;28.0;3.0;veg;677894;677897;6581674;6581678;677895;6581676;0
klump;10;11.5;1.5;175.9;28.0;14.5;veg;676971;676972;6582646;6582654;676972;6582650;0
klump;8;6.7;3.3;148.9;28.0;10.5;veg;671103;671106;6578642;6578646;671105;6578645;0
klump;16;6.0;3.8;52.0;28.0;10.0;veg;672526;672530;6584176;6584180;672528;6584178;0
klump;21;8.9;3.3;173.2;28.0;0.0;veg;674693;674696;6585022;6585030;674694;6585026;0
klump;21;6.8;5.0;35.5;28.0;10.0;veg;672358;672363;6584143;6584148;672361;6584145;0
klump;22;6.1;5.2;47.0;28.0;9.0;veg;674041;674046;6584045;6584050;674044;6584048;0
klump;13;5.1;3.9;115.3;28.0;10.0;veg;674422;674426;6583714;6583717;674424;6583715;0
klump;16;8.5;4.4;42.4;28.0;10.0;veg;672523;672529;6584092;6584098;672526;6584095;0
klump;9;6.8;2.8;172.7;28.0;9.0;veg;666112;666114;6581411;6581415;666113;6581413;0
klump;14;5.4;4.4;0.0;28.0;6.5;veg;676611;676615;6575120;6575125;676613;6575123;0
klump;10;4.3;3.3;116.6;28.0;10.0;veg;674649;674652;6583736;6583738;674651;6583737;0
klump;10;5.3;3.4;23.8;28.0;9.0;veg;674268;674271;6583914;6583917;674270;6583916;0
klump;8;5.2;3.4;112.9;28.0;15.0;veg;675217;675221;6577640;6577643;675219;6577642;0
klump;13;5.5;3.5;32.7;28.0;7.5;veg;668298;668301;6579020;6579024;668299;6579022;0
klump;8;4.1;3.3;84.6;28.0;10.0;veg;674613;674616;6583767;6583769;674614;6583768;0
klump;9;5.6;3.0;99.2;28.0;6.5;veg;676685;676689;6575146;6575148;676687;6575147;0
klump;9;4.0;3.8;28.2;28.0;7.5;veg;678066;678069;6581887;6581890;678068;6581889;0
klump;16;14.0;1.9;62.8;28.0;9.5;veg;666836;666846;6575262;6575267;666841;6575264;0
klump;11;6.3;2.8;134.7;28.0;5.5;veg;678389;678392;6580916;6580920;678390;6580918;0
klump;17;9.6;3.6;155.3;28.0;9.5;veg;677877;677881;6581679;6581686;677879;6581682;0
klump;8;3.7;3.0;0.0;28.0;0.0;veg;674662;674664;6584041;6584044;674663;6584042;0
klump;12;4.7;3.4;90.0;28.0;0.0;veg;678673;678676;6575934;6575936;678674;6575935;0
klump;22;10.3;4.0;65.8;28.0;0.0;veg;674454;674461;6583835;6583840;674458;6583837;0
klump;12;5.9;3.8;145.0;28.0;9.0;veg;674158;674161;6584073;6584078;674159;6584076;0
klump;15;5.1;4.3;138.3;28.0;0.0;veg;675007;675011;6583452;6583456;675009;6583454;0
klump;12;5.2;4.2;18.8;28.0;6.0;veg;666332;666335;6582315;6582319;666333;6582317;0
klump;10;5.2;4.1;102.2;28.0;10.5;veg;677639;677643;6581909;6581912;677641;6581911;0
klump;13;5.2;3.7;15.7;28.0;11.0;veg;674105;674108;6583638;6583642;674107;6583640;0
klump;8;4.3;2.9;76.4;28.0;12.5;veg;668490;668493;6577857;6577859;668491;6577858;0
klump;10;3.9;3.8;153.4;28.0;0.0;veg;674768;674771;6585055;6585058;674769;6585056;0
klump;15;6.6;4.4;118.5;28.0;10.5;veg;672922;672927;6584405;6584409;672925;6584407;0
klump;8;4.0;3.0;34.7;28.0;0.0;veg;674645;674647;6585242;6585245;674646;6585244;0
klump;10;8.2;2.5;158.3;28.0;14.0;veg;671642;671645;6579435;6579441;671644;6579438;0
klump;10;5.3;2.7;29.8;28.0;0.0;veg;674579;674581;6585125;6585129;674580;6585127;0
klump;8;5.8;3.6;13.3;28.0;13.5;veg;674869;674872;6576769;6576773;674870;6576770;0
klump;14;7.5;5.2;116.4;28.0;8.5;veg;670553;670558;6579471;6579476;670555;6579473;0
klump;10;4.6;3.7;109.3;28.0;0.0;veg;674394;674397;6584084;6584087;674396;6584085;0
klump;9;10.1;1.9;57.1;28.0;4.5;veg;674800;674806;6584594;6584598;674803;6584597;0
klump;10;4.1;3.3;90.0;28.0;9.0;veg;674053;674056;6584044;6584046;674054;6584045;0
klump;8;3.7;2.9;135.0;28.0;0.0;veg;674611;674613;6585146;6585148;674612;6585147;0
klump;9;4.9;3.0;76.0;28.0;4.5;veg;676767;676771;6575070;6575072;676769;6575071;0
klump;8;5.8;3.6;143.6;28.0;14.5;veg;676384;676387;6583749;6583753;676385;6583751;0
klump;17;5.8;4.5;48.6;28.0;6.5;veg;676736;676740;6575166;6575170;676738;6575167;0
klump;14;5.0;3.7;135.0;28.0;0.0;veg;674480;674483;6583920;6583923;674482;6583922;0
klump;8;3.7;2.9;135.0;28.0;0.0;veg;674813;674815;6583921;6583923;674814;6583922;0
klump;14;7.0;3.4;139.7;28.0;7.5;veg;667589;667593;6579503;6579507;667591;6579505;0
klump;8;4.8;3.7;82.8;28.0;10.0;veg;672425;672428;6584096;6584099;672426;6584098;0
klump;8;9.3;1.7;128.4;28.0;0.0;veg;674392;674397;6584958;6584962;674394;6584960;0
klump;8;3.7;3.0;90.0;28.0;6.0;veg;674855;674858;6583847;6583849;674856;6583848;0
klump;12;6.0;3.7;127.7;28.0;0.0;veg;674596;674600;6585165;6585168;674598;6585166;0
klump;12;6.9;2.9;174.2;28.0;7.5;veg;678084;678086;6581854;6581859;678085;6581856;0
klump;12;4.6;4.0;45.0;28.0;9.0;veg;673995;673998;6583886;6583889;673997;6583888;0
klump;8;4.5;3.0;26.0;28.0;11.0;veg;674248;674250;6583600;6583603;674249;6583601;0
klump;10;5.4;3.9;178.5;28.0;7.5;veg;667000;667003;6581039;6581043;667002;6581041;0
klump;8;4.5;3.0;116.0;28.0;4.5;veg;676648;676651;6575076;6575078;676649;6575077;0
klump;22;8.7;5.1;139.1;27.5;0.0;veg;675280;675285;6583700;6583706;675282;6583703;0
klump;72;15.0;7.9;174.1;27.5;11.5;veg;675922;675930;6583345;6583358;675926;6583352;0
klump;48;10.0;7.3;152.8;27.5;10.0;veg;671580;671587;6584144;6584152;671583;6584148;0
klump;21;6.6;5.1;27.9;27.5;0.0;veg;674643;674647;6583828;6583834;674645;6583831;0
klump;18;6.9;3.8;6.1;27.5;0.0;veg;674640;674643;6585259;6585265;674641;6585262;0
klump;55;13.6;7.9;85.1;27.5;11.5;veg;675931;675944;6583301;6583308;675937;6583304;0
klump;52;11.6;7.7;172.9;27.5;6.0;veg;674705;674712;6576275;6576286;674708;6576280;0
klump;19;7.9;5.0;178.8;27.5;6.0;veg;666240;666244;6582401;6582408;666242;6582404;0
klump;13;4.5;3.8;45.0;27.5;0.0;veg;674795;674798;6585148;6585151;674796;6585149;0
klump;17;5.6;4.4;36.6;27.5;6.0;veg;675719;675723;6584832;6584836;675721;6584834;0
klump;9;4.3;3.1;12.0;27.5;9.0;veg;674060;674062;6584113;6584116;674061;6584115;0
klump;113;24.4;12.0;68.4;27.5;12.5;veg;672687;672709;6583723;6583740;672699;6583733;0
klump;18;7.9;4.2;95.3;27.5;7.5;veg;678025;678031;6581876;6581880;678028;6581878;0
klump;11;4.9;3.6;0.0;27.5;8.0;veg;677086;677088;6575552;6575555;677087;6575554;0
klump;82;14.8;9.5;110.0;27.5;13.5;veg;675887;675902;6576589;6576600;675895;6576594;0
klump;43;10.3;9.4;159.3;27.5;8.5;veg;677308;677316;6580847;6580856;677312;6580851;0
klump;11;4.7;3.6;90.0;27.5;10.0;veg;672314;672318;6584086;6584089;672316;6584087;0
klump;23;6.1;5.2;10.7;27.5;0.0;veg;674658;674662;6584119;6584124;674660;6584121;0
klump;26;7.2;5.9;40.6;27.5;5.0;veg;671805;671811;6583436;6583442;671808;6583439;0
klump;38;11.8;7.7;153.9;27.5;10.0;veg;672459;672467;6584022;6584032;672463;6584027;0
klump;47;13.0;7.2;44.1;27.5;12.5;veg;672704;672713;6583648;6583658;672709;6583653;0
klump;23;7.8;4.9;172.8;27.5;0.0;veg;674418;674422;6583851;6583857;674420;6583854;0
klump;231;22.8;18.0;3.8;27.5;9.5;bygg;669950;669966;6583995;6584015;669958;6584005;0
klump;9;5.7;3.0;122.7;27.5;6.0;veg;666562;666566;6580761;6580764;666564;6580762;0
klump;21;8.1;5.2;43.6;27.5;8.5;veg;677696;677702;6581124;6581130;677699;6581127;0
klump;342;29.1;19.5;23.3;27.5;8.5;bygg;673288;673310;6575668;6575695;673299;6575681;0
klump;114;23.0;8.5;0.2;27.5;7.0;bygg;669775;669784;6584832;6584852;669779;6584841;0
klump;16;8.6;3.4;14.9;27.5;0.0;veg;674614;674617;6585222;6585228;674615;6585225;0
klump;21;8.2;3.7;174.7;27.5;5.5;veg;678396;678399;6581087;6581094;678397;6581091;0
klump;21;6.9;4.3;9.0;27.5;0.0;veg;675282;675286;6583631;6583637;675284;6583634;0
klump;68;18.6;6.8;84.8;27.5;6.5;veg;676601;676616;6575240;6575247;676609;6575243;0
klump;25;9.5;4.3;142.1;27.5;9.5;veg;672067;672073;6584674;6584681;672070;6584677;0
klump;61;11.6;8.0;80.5;27.5;6.0;veg;674666;674676;6576257;6576264;674671;6576261;0
klump;26;8.1;7.4;56.5;27.5;0.0;veg;674801;674809;6584183;6584190;674805;6584187;0
klump;102;18.8;8.5;58.6;27.5;9.5;bygg+veg;667818;667834;6584329;6584343;667826;6584335;0
klump;48;17.8;6.5;52.9;27.5;10.0;veg;672458;672472;6583986;6583997;672464;6583991;0
klump;23;8.8;4.7;29.1;27.5;0.0;veg;674749;674755;6584007;6584013;674752;6584010;0
klump;28;8.4;6.4;101.5;27.5;8.5;veg;677573;677581;6580764;6580769;677577;6580767;0
klump;43;11.6;8.3;141.8;27.5;4.5;veg;672581;672591;6584539;6584549;672586;6584544;0
klump;17;6.0;4.4;170.0;27.5;8.0;veg;676927;676930;6575603;6575608;676928;6575606;0
klump;70;15.2;10.2;51.1;27.5;11.5;veg;674532;674545;6576771;6576783;674538;6576776;0
klump;15;5.2;4.2;35.8;27.5;0.0;veg;674606;674610;6583899;6583903;674608;6583901;0
klump;38;9.8;7.0;33.8;27.5;9.0;veg;673977;673985;6584032;6584041;673982;6584036;0
klump;67;14.7;9.9;49.7;27.5;5.5;veg;672994;673005;6583620;6583632;672999;6583625;0
klump;37;12.8;5.8;148.6;27.5;10.0;veg;672519;672526;6584043;6584053;672522;6584047;0
klump;58;10.2;8.8;0.9;27.5;8.5;veg;676264;676272;6580533;6580542;676268;6580538;0
klump;35;11.7;6.1;36.6;27.5;9.5;veg;672244;672251;6584364;6584373;672247;6584369;0
klump;17;6.1;4.8;61.3;27.5;5.0;veg;671857;671862;6583327;6583331;671859;6583329;0
klump;36;14.2;5.0;118.8;27.5;0.0;veg;675236;675246;6583731;6583738;675240;6583734;0
klump;76;18.1;9.4;66.7;27.5;10.0;veg;672363;672378;6584106;6584118;672370;6584114;0
klump;20;6.5;4.2;96.0;27.5;10.0;veg;672339;672345;6584114;6584117;672342;6584116;0
klump;25;10.2;4.6;164.0;27.5;11.5;veg;666280;666284;6579361;6579369;666282;6579365;0
klump;18;6.9;4.3;12.6;27.5;4.0;veg;675776;675780;6584706;6584711;675778;6584708;0
klump;16;6.2;4.9;162.0;27.5;8.5;veg;676932;676936;6580870;6580875;676935;6580872;0
klump;13;10.8;3.1;125.5;27.5;13.0;veg;671974;671980;6584944;6584949;671977;6584947;0
klump;25;9.9;5.2;177.5;27.5;0.0;veg;674529;674534;6583851;6583859;674532;6583855;0
klump;52;12.1;7.8;176.7;27.5;6.0;veg;671682;671690;6582110;6582122;671686;6582117;0
klump;44;9.5;8.1;66.1;27.5;8.5;veg;677811;677819;6581126;6581133;677815;6581129;0
klump;41;15.8;4.6;63.6;27.5;10.0;veg;672502;672513;6584181;6584189;672508;6584185;0
klump;57;12.0;8.9;2.7;27.5;6.0;veg;674679;674688;6576087;6576098;674685;6576092;0
klump;39;9.2;7.5;131.7;27.5;9.0;veg;673865;673873;6583981;6583989;673869;6583986;0
klump;17;5.3;4.2;164.8;27.5;0.0;veg;674549;674552;6583865;6583869;674550;6583867;0
klump;15;7.1;4.7;113.7;27.5;5.0;veg;672110;672115;6583337;6583341;672113;6583339;0
klump;65;17.4;8.1;167.8;27.5;0.0;veg;675275;675284;6583600;6583617;675279;6583609;0
klump;11;4.8;3.2;149.7;27.5;4.5;veg;675698;675701;6575036;6575039;675700;6575037;0
klump;86;15.0;9.1;152.1;27.5;6.0;veg;675100;675111;6583878;6583891;675105;6583884;0
klump;19;5.9;5.5;94.6;27.5;10.0;veg;673359;673365;6584400;6584405;673362;6584402;0
klump;11;4.9;3.7;172.6;27.5;6.5;veg;675171;675174;6584758;6584761;675172;6584759;0
klump;37;10.5;5.5;9.6;27.5;4.5;veg;674559;674564;6584481;6584490;674561;6584485;0
klump;14;5.7;3.4;46.5;27.5;0.0;veg;674492;674496;6583864;6583867;674494;6583866;0
klump;28;7.4;5.7;121.5;27.5;10.0;veg;674805;674811;6583459;6583464;674808;6583461;0
klump;37;12.0;6.6;63.3;27.5;12.0;veg;677743;677752;6576761;6576769;677747;6576765;0
klump;44;10.7;8.3;133.4;27.5;0.0;veg;675155;675164;6583689;6583699;675160;6583695;0
klump;10;5.8;3.6;62.7;27.5;9.5;veg;677876;677880;6581726;6581729;677879;6581727;0
klump;46;11.5;9.0;104.1;27.5;4.5;veg;672560;672571;6584420;6584429;672565;6584424;0
klump;30;9.7;6.0;1.6;27.5;5.0;veg;671998;672004;6583449;6583457;672001;6583453;0
klump;39;9.0;6.6;4.0;27.5;12.0;veg;677471;677477;6576247;6576256;677474;6576252;0
klump;13;5.1;3.9;174.1;27.5;0.0;veg;675165;675168;6583655;6583659;675167;6583657;0
klump;13;14.7;1.2;86.7;27.5;14.5;veg;676865;676876;6582562;6582563;676871;6582562;0
klump;21;7.0;4.9;8.8;27.5;0.0;veg;674624;674628;6585130;6585136;674626;6585133;0
klump;15;5.3;4.0;114.5;27.5;8.5;veg;678337;678341;6575978;6575981;678339;6575979;0
klump;45;11.2;6.3;117.0;27.5;10.0;veg;672339;672348;6584133;6584142;672343;6584138;0
klump;24;6.9;5.9;69.2;27.5;12.5;veg;673465;673471;6578962;6578967;673468;6578964;0
klump;22;8.2;4.9;115.9;27.5;8.0;veg;676895;676902;6575586;6575591;676899;6575589;0
klump;41;10.7;8.2;155.0;27.5;6.0;veg;674839;674846;6583913;6583922;674843;6583918;0
klump;92;14.8;11.7;51.7;27.5;11.5;veg;675131;675144;6577678;6577692;675137;6577686;0
klump;26;10.4;6.0;156.3;27.5;9.0;veg;666124;666130;6581462;6581471;666127;6581466;0
